class,cbo,wmc,rfc,lcom,loc
org.springframework.web.socket.sockjs.transport.session.StubSockJsServiceConfig,5,10,0,35,37
org.springframework.web.socket.AbstractWebSocketMessage,4,10,8,6,34
org.springframework.web.servlet.handler.HandlerExceptionResolverComposite,6,9,3,2,27
org.springframework.beans.factory.xml.ProfileXmlBeanDefinitionTests,9,6,14,9,126
org.springframework.util.NumberUtilsTests,5,30,37,435,278
org.springframework.web.socket.sockjs.client.XhrTransportTests,13,5,36,10,71
org.springframework.web.servlet.view.AbstractTemplateView,8,29,18,18,81
org.springframework.context.index.processor.CandidateComponentsIndexerTests,44,34,22,459,128
org.springframework.beans.factory.xml.AbstractSingleBeanDefinitionParser,8,11,18,15,43
org.springframework.web.reactive.result.view.RequestContext,13,52,37,404,155
org.springframework.orm.jpa.AbstractEntityManagerFactoryBeanTests,5,3,15,1,38
org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler,16,56,33,266,238
org.springframework.web.context.request.async.StandardServletAsyncWebRequest,9,16,20,56,59
org.springframework.web.testfixture.http.server.reactive.bootstrap.AbstractHttpHandlerIntegrationTests,17,9,18,8,40
org.springframework.r2dbc.connection.init.CompositeDatabasePopulatorTests,5,6,14,0,46
org.springframework.jms.support.JmsMessageHeaderAccessor,5,13,1,78,41
org.springframework.scripting.bsh.BshScriptEvaluator,7,9,8,4,32
org.springframework.web.reactive.result.view.script.KotlinScriptTemplateTests,9,5,18,10,63
org.springframework.web.servlet.view.ViewResolverComposite,9,17,8,0,49
org.springframework.beans.factory.xml.UtilNamespaceHandler,9,1,1,0,123
org.springframework.context.weaving.DefaultContextLoadTimeWeaver,11,23,17,4,73
org.springframework.web.context.support.StaticWebApplicationContext,18,22,12,96,69
org.springframework.context.groovy.AdvisedPersonImpl,2,5,0,2,19
org.springframework.web.accept.MappingMediaTypeFileExtensionResolver,4,11,15,2,44
org.springframework.beans.support.MutableSortDefinition,3,22,10,49,68
org.springframework.test.web.servlet.samples.client.standalone.ViewResolutionTests,14,5,33,10,46
org.springframework.aop.config.AopNamespaceHandlerReturningTests,4,2,8,1,8
org.springframework.beans.factory.xml.SimplePropertyNamespaceHandlerWithExpressionLanguageTests,4,1,6,0,9
org.springframework.context.expression.EnvironmentAccessorIntegrationTests,5,1,14,0,11
org.springframework.context.support.ResourceBundleMessageSource,6,39,33,74,196
org.springframework.aop.aspectj.autoproxy.AtAspectJAfterThrowingTests,4,2,9,0,17
org.springframework.aop.framework.autoproxy.BeanNameAutoProxyCreatorInitTests,3,1,9,0,9
org.springframework.http.converter.xml.MarshallingHttpMessageConverterTests,15,8,28,28,70
org.springframework.web.servlet.tags.form.ErrorsTagTests,12,26,38,0,320
org.springframework.context.annotation4.DependencyBean,1,0,0,0,2
org.springframework.messaging.converter.MessageConversionException,3,4,0,6,14
org.springframework.jms.listener.adapter.MessagingMessageListenerAdapterTests,23,22,61,215,296
org.springframework.beans.factory.annotation.ParameterResolutionTests,9,17,28,66,72
org.springframework.aop.framework.autoproxy.AutoProxyUtils,4,13,14,4,35
org.springframework.util.PropertyPlaceholderHelperTests,3,8,7,0,55
org.springframework.web.servlet.mvc.ParameterizableViewControllerTests,7,5,15,0,33
org.springframework.web.reactive.resource.FixedVersionStrategy,3,2,1,0,10
org.springframework.format.number.NumberStyleFormatter,2,7,3,0,25
org.springframework.test.web.servlet.result.HeaderResultMatchersTests,7,1,9,0,12
org.springframework.web.cors.reactive.UrlBasedCorsConfigurationSource,7,8,11,2,28
org.springframework.messaging.converter.GenericMessageConverterTests,8,3,10,0,16
org.springframework.mock.web.MockHttpSession,8,40,28,298,152
org.springframework.web.server.adapter.ForwardedHeaderTransformerTests,7,14,24,0,115
org.springframework.aop.support.JdkRegexpMethodPointcutTests,3,1,0,0,5
org.springframework.test.web.reactive.server.samples.SoftAssertionTests,4,2,14,0,14
org.springframework.beans.factory.support.BeanDefinitionBuilder,12,36,30,9,152
org.springframework.expression.spel.standard.Token,4,19,6,0,46
org.springframework.web.socket.server.support.HandshakeInterceptorChain,7,10,11,0,37
org.springframework.web.socket.server.support.HandshakeInterceptorChainTests,6,4,12,0,43
org.springframework.test.context.transaction.ejb.dao.RequiresNewEjbTxTestEntityDao,5,2,2,1,8
org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory,4,3,3,0,13
org.springframework.web.reactive.socket.adapter.NettyWebSocketSessionSupport,14,10,13,6,42
org.springframework.cache.transaction.TransactionAwareCacheDecorator,5,16,12,0,73
org.springframework.instrument.classloading.ResourceOverridingShadowingClassLoaderTests,3,8,16,0,41
org.springframework.test.context.junit.jupiter.DisabledIfConditionTests,9,16,27,78,69
org.springframework.test.context.junit.jupiter.SpringManagedJupiterExtensionTests,6,1,3,0,48
org.springframework.aop.aspectj.generic.GenericCounterAspect,2,1,0,0,6
org.springframework.core.annotation.AnnotatedElementUtilsTests,92,97,103,3625,755
org.springframework.context.config.ContextNamespaceHandler,9,1,1,0,12
org.springframework.orm.jpa.support.AsyncRequestInterceptor,10,13,8,25,50
org.springframework.aop.framework.autoproxy.BeanNameAutoProxyCreator,6,17,13,8,46
org.springframework.web.reactive.result.method.annotation.RequestPartMethodArgumentResolverTests,25,24,53,0,186
example.scannable.NamedComponent,2,0,0,0,2
org.springframework.context.index.sample.cdi.SampleTransactional,1,0,0,0,2
org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseConfigurerFactory,2,3,1,1,13
org.springframework.util.MimeType,7,105,64,374,417
org.springframework.test.context.support.TestConstructorUtilsTests,10,12,12,66,67
org.springframework.protobuf.SecondMsg,14,45,25,287,278
org.springframework.web.servlet.DispatcherServlet,39,190,145,886,694
org.springframework.aot.hint.RuntimeHintsTests,4,4,28,0,30
org.springframework.web.reactive.result.condition.RequestConditionHolderTests,6,9,13,6,57
org.springframework.web.reactive.socket.client.TomcatWebSocketClient,6,3,1,3,11
org.springframework.orm.jpa.ExtendedEntityManagerCreator,16,14,20,28,236
org.springframework.web.method.annotation.AbstractCookieValueMethodArgumentResolver,9,6,3,10,24
org.springframework.aop.config.ConfigBeanDefinitionParser,36,51,53,37,301
org.springframework.jdbc.core.namedparam.SqlParameterSourceUtils,6,11,9,10,40
org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessorMockTests,35,59,99,0,508
org.springframework.cglib.core.KeyFactory,9,10,13,15,207
org.springframework.core.annotation.AnnotationUtilsTests,95,77,119,2850,918
org.springframework.test.context.junit4.annotation.DefaultLoaderExplicitConfigClassesInheritedTests,8,1,5,0,7
org.springframework.messaging.rsocket.DefaultRSocketRequesterBuilderTests,22,11,48,0,142
org.springframework.orm.hibernate5.LocalSessionFactoryBuilder,34,36,33,97,186
org.springframework.scripting.groovy.GroovyScriptEvaluator,11,13,6,10,42
example.scannable_implicitbasepackage.ConfigurableComponent,1,3,0,1,12
org.springframework.messaging.handler.DestinationPatternsMessageConditionTests,6,14,15,91,72
org.springframework.web.reactive.result.method.annotation.PrincipalMethodArgumentResolverTests,8,3,20,1,25
org.springframework.context.annotation.InitDestroyMethodLifecycleTests,16,9,10,36,153
org.springframework.web.servlet.function.ResourceHandlerFunction,8,5,9,0,58
org.springframework.jms.support.destination.DynamicDestinationResolver,7,4,5,3,18
org.springframework.web.jsf.FacesContextUtils,5,9,7,3,35
org.springframework.beans.propertyeditors.ClassArrayEditor,1,9,11,4,34
org.springframework.jdbc.object.CustomerMapper,2,1,4,0,9
org.springframework.tests.sample.objects.TestObject,3,12,2,25,39
org.springframework.aop.aspectj.ToBeAdvised,0,1,1,0,5
org.springframework.core.testfixture.JavaUtilLoggingConfigurer,2,2,7,0,12
org.springframework.beans.testfixture.beans.SerializablePerson,2,10,2,9,31
org.springframework.expression.spel.support.StandardTypeComparator,3,31,19,1,65
org.springframework.r2dbc.core.DefaultDatabaseClientBuilder,9,9,4,13,45
org.springframework.test.context.web.socket.WebSocketServletServerContainerFactoryBeanTests,4,1,3,0,12
org.springframework.web.reactive.result.method.annotation.AbstractRequestMappingIntegrationTests,11,20,21,112,79
org.springframework.test.context.support.GenericXmlContextLoaderTests,3,1,5,0,8
org.springframework.jmx.export.assembler.ReflectiveAssemblerTests,3,5,0,10,18
org.springframework.beans.factory.config.MethodInvokingBean,9,11,8,11,41
org.springframework.beans.testfixture.beans.AnnotatedBean,1,0,0,0,2
org.springframework.test.web.servlet.result.ViewResultMatchers,4,5,5,3,24
org.springframework.test.web.servlet.htmlunit.webdriver.MockMvcHtmlUnitDriverBuilderTests,9,10,21,5,59
org.springframework.context.support.DefaultLifecycleProcessorTests,16,22,34,210,606
org.springframework.test.context.junit4.annotation.DefaultLoaderBeanOverridingDefaultConfigClassesInheritedTests,3,1,5,0,15
org.springframework.web.servlet.config.annotation.ViewControllerRegistration,5,6,4,1,24
org.springframework.scheduling.concurrent.ThreadPoolTaskExecutorTests,4,7,15,0,51
org.springframework.jdbc.object.GenericStoredProcedure,1,0,0,0,2
org.springframework.web.method.support.ModelAndViewContainerTests,4,6,11,0,37
org.springframework.expression.spel.SpelParseException,3,5,1,0,25
org.springframework.beans.support.ResourceEditorRegistrar,21,5,4,1,34
org.springframework.web.servlet.view.feed.AbstractRssFeedView,7,4,3,6,13
org.springframework.transaction.aspectj.ClassWithPrivateAnnotatedMember,2,2,1,1,7
org.springframework.web.servlet.view.feed.AbstractFeedView,7,5,10,6,19
org.springframework.test.context.support.PrivateConfigInnerClassTestCase,0,0,0,0,4
org.springframework.web.socket.messaging.StompSubProtocolErrorHandlerTests,7,3,14,0,27
org.springframework.test.context.junit4.aci.annotation.FooConfig,2,1,0,0,5
org.springframework.beans.factory.serviceloader.ServiceFactoryBean,4,3,4,1,12
org.springframework.test.context.BootstrapUtils,8,21,29,9,92
org.springframework.expression.spel.ConstructorInvocationTests,12,8,20,28,97
org.springframework.scheduling.quartz.LocalDataSourceJobStore,8,7,17,0,51
org.springframework.http.client.HttpComponentsStreamingClientHttpRequest,16,9,8,0,73
org.springframework.jms.support.destination.DynamicDestinationResolverTests,11,5,10,0,33
org.springframework.aop.testfixture.interceptor.TimestampIntroductionInterceptor,2,4,0,0,14
org.springframework.validation.beanvalidation.SpringValidatorAdapterTests,19,15,40,0,323
org.springframework.http.converter.json.SpringHandlerInstantiator,17,12,2,0,40
org.springframework.transaction.TransactionTimedOutException,1,2,0,1,8
org.springframework.jdbc.datasource.lookup.DataSourceLookupFailureException,1,2,0,1,8
org.springframework.jdbc.core.DataClassRowMapperTests,10,6,30,15,47
org.springframework.cglib.core.AbstractClassGenerator,12,41,28,258,219
org.springframework.test.context.junit4.rules.Subclass2AppCtxRuleTests,4,1,2,0,11
org.springframework.aot.test.generator.compile.DynamicJavaFileManager,1,5,4,2,20
org.springframework.web.servlet.config.annotation.InterceptorRegistration,5,14,8,26,48
org.springframework.format.support.FormattingConversionServiceFactoryBeanTests,14,5,19,10,108
org.springframework.core.type.classreading.SimpleMethodMetadataTests,3,2,4,0,10
org.springframework.web.reactive.socket.adapter.TomcatWebSocketSession,9,8,6,13,28
org.springframework.test.context.testng.AnnotationConfigTransactionalTestNGSpringContextTests,15,16,14,54,89
org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupportExtensionTests,55,8,73,0,246
org.springframework.context.annotation.ComponentScanAndImportAnnotationInteractionTests,8,6,9,15,48
org.springframework.aop.interceptor.ExposeInvocationInterceptorTests,5,1,7,0,10
org.springframework.jms.listener.endpoint.JmsMessageEndpointManager,14,25,20,67,87
org.springframework.expression.spel.standard.Tokenizer,8,152,31,92,458
org.springframework.test.web.servlet.samples.spr.ControllerAdviceIntegrationTests,6,4,13,0,81
org.springframework.jms.support.SimpleJmsHeaderMapperTests,8,45,45,526,397
org.springframework.web.reactive.function.server.RequestPredicateAttributesTests,9,11,15,0,117
org.springframework.aop.aspectj.autoproxy.DummyAspectWithParameter,3,1,1,0,5
org.springframework.web.reactive.result.method.annotation.RequestMappingDataBindingIntegrationTests,9,3,9,3,65
org.springframework.format.datetime.standard.PeriodFormatter,1,2,2,1,8
org.springframework.http.converter.xml.MappingJackson2XmlHttpMessageConverterTests,14,11,40,0,170
org.springframework.core.testfixture.io.ResourceTestUtils,1,1,2,0,5
org.springframework.web.servlet.resource.ResourceHttpRequestHandlerTests,24,53,89,0,533
org.springframework.context.annotation.ComponentScanAnnotationTests,1,1,0,0,4
org.springframework.test.web.servlet.samples.client.standalone.resultmatches.JsonPathAssertionTests,3,5,27,0,35
org.springframework.beans.factory.config.BeanDefinitionVisitor,12,64,60,134,201
org.springframework.expression.spel.StandardTypeLocatorTests,3,1,14,0,15
org.springframework.aop.aspectj.AspectJExpressionPointcutAdvisorTests,5,2,9,0,16
org.springframework.test.context.support.AbstractGenericContextLoader,9,12,22,34,53
org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseBuilder,8,19,19,33,79
org.springframework.test.context.junit4.rules.ProgrammaticTxMgmtSpringRuleTests,19,24,27,141,167
org.springframework.web.socket.handler.ExceptionWebSocketHandlerDecorator,7,14,13,0,52
org.springframework.test.web.servlet.request.MockMultipartHttpServletRequestBuilderTests,8,3,21,3,27
org.springframework.aop.config.AopNamespaceHandlerTests,11,8,18,0,65
org.springframework.r2dbc.connection.lookup.ConnectionFactoryLookupFailureException,1,2,0,1,8
org.springframework.web.socket.config.TestChannelInterceptor,1,0,0,0,2
org.springframework.web.servlet.tags.form.PasswordInputTag,4,6,6,4,23
org.springframework.core.convert.support.ConvertingPropertyEditorAdapter,3,4,6,0,23
org.springframework.web.accept.AbstractMappingContentNegotiationStrategy,9,16,16,41,53
org.springframework.expression.spel.ast.OpOr,10,9,18,15,51
org.springframework.test.context.support.DynamicPropertiesContextCustomizerTests,8,9,19,36,70
org.springframework.context.annotation.configuration.ScopingTests,16,12,16,0,185
org.springframework.test.web.servlet.result.HeaderResultMatchers,5,10,16,36,53
org.springframework.core.io.VfsResource,6,20,17,0,63
org.springframework.validation.BeanPropertyBindingResult,6,7,6,0,33
org.springframework.web.reactive.function.client.DefaultClientResponseBuilder,17,25,31,42,149
org.springframework.util.concurrent.SettableListenableFutureTests,4,30,27,0,265
org.springframework.http.codec.json.Jackson2CodecSupport,12,42,34,73,119
org.springframework.jdbc.datasource.lookup.SingleDataSourceLookup,1,2,1,0,10
org.springframework.transaction.InvalidTimeoutException,1,2,0,0,10
org.springframework.expression.spel.ast.BooleanLiteral,4,5,3,0,23
org.springframework.beans.propertyeditors.FileEditor,2,11,12,0,41
org.springframework.web.reactive.result.method.annotation.RequestAttributeMethodArgumentResolver,11,9,20,10,35
org.springframework.beans.factory.support.AbstractBeanDefinitionReader,14,26,14,67,104
org.springframework.test.context.transaction.TransactionalTestExecutionListenerTests,39,31,32,435,318
org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor,11,38,17,145,173
org.springframework.web.servlet.ModelAndViewDefiningException,2,2,1,0,10
org.springframework.web.servlet.config.annotation.ViewResolverRegistryTests,20,21,34,0,120
org.springframework.test.context.junit4.rules.BaseAppCtxRuleTests,7,1,2,0,13
